 37.4457669	 -122.1654846	 -11907	 31007078
 37.4457677	 -122.1654859	 -11918	 30779152
 37.4457685	 -122.1654871	 -11926	 30876083
 37.4457694	 -122.1654883	 -11975	 31158602
 37.4457705	 -122.1654897	 -12034	 31266576
 37.4457716	 -122.1654911	 -12073	 31288730
 37.4457727	 -122.1654926	 -12038	 31209093
 37.4457737	 -122.1654944	 -12028	 30897593
 37.4457747	 -122.1654961	 -12036	 30851557
 37.4457758	 -122.1654978	 -12059	 30924225
 37.4457769	 -122.1654999	 -12021	 30688190
 37.445778	 -122.165502	 -12034	 30603408
 37.4457791	 -122.1655039	 -12045	 30748547
 37.4457804	 -122.1655058	 -12048	 30934593
 37.4457817	 -122.1655078	 -12070	 31092854
 37.4457829	 -122.1655099	 -12066	 30917589
 37.4457842	 -122.1655122	 -12050	 30814092
 37.4457855	 -122.1655144	 -12083	 30798918
 37.4457868	 -122.1655168	 -12065	 30639565
 37.4457883	 -122.1655192	 -12071	 30792099
 37.4457898	 -122.1655216	 -12094	 30772573
 37.4457912	 -122.165524	 -12077	 30759932
 37.4457926	 -122.1655263	 -12086	 30782829
 37.4457942	 -122.1655288	 -12101	 30810161
 37.4457957	 -122.1655311	 -12113	 30877624
 37.4457972	 -122.1655335	 -12091	 30894071
 37.4457988	 -122.165536	 -12079	 30847883
 37.4458003	 -122.1655383	 -12121	 30897811
 37.445802	 -122.1655409	 -12104	 30884408
 37.4458035	 -122.1655435	 -12075	 30778887
 37.4458054	 -122.165546	 -12083	 31026170
 37.445807	 -122.1655487	 -12072	 30833283
 37.4458086	 -122.1655514	 -12092	 30874657
 37.4458101	 -122.1655541	 -12039	 30750233
 37.4458116	 -122.1655568	 -12035	 30625306
 37.4458132	 -122.1655595	 -12050	 30735950
 37.4458148	 -122.1655622	 -12079	 30727404
 37.4458165	 -122.1655649	 -12107	 30802454
 37.4458182	 -122.1655675	 -12099	 30842320
 37.4458199	 -122.1655702	 -12111	 30763320
 37.4458216	 -122.165573	 -12176	 30747916
 37.4458233	 -122.1655757	 -12162	 30788367
 37.445825	 -122.1655785	 -12194	 30795047
 37.4458267	 -122.1655812	 -12246	 30849134
 37.4458285	 -122.1655839	 -12246	 30915461
 37.4458301	 -122.1655865	 -12285	 30871354
 37.4458318	 -122.1655891	 -12302	 30968649
 37.4458334	 -122.1655917	 -12301	 30786774
 37.4458349	 -122.1655943	 -12305	 30843304
 37.4458365	 -122.1655968	 -12302	 30838069
 37.4458382	 -122.1655994	 -12367	 30911087
 37.4458398	 -122.165602	 -12357	 30764385
 37.4458413	 -122.1656044	 -12381	 30826182
 37.4458429	 -122.1656068	 -12381	 30906401
 37.4458446	 -122.1656092	 -12425	 30993016
 37.4458462	 -122.1656114	 -12451	 31160096
 37.4458477	 -122.1656139	 -12456	 30852746
 37.4458492	 -122.1656161	 -12462	 31035003
 37.4458508	 -122.1656184	 -12495	 31188485
 37.4458524	 -122.1656206	 -12522	 31275253
 37.4458539	 -122.1656226	 -12513	 31304350
 37.4458554	 -122.1656247	 -12548	 31323018
 37.4458568	 -122.1656266	 -12483	 31340271
 37.445858	 -122.1656286	 -12489	 31131071
 37.4458593	 -122.1656304	 -12484	 31273486
 37.4458606	 -122.165632	 -12493	 31521012
 37.4458619	 -122.1656338	 -12498	 31460917
 37.4458632	 -122.1656353	 -12521	 31572085
 37.4458645	 -122.1656367	 -12525	 31654004
 37.4458659	 -122.1656383	 -12528	 31857008
 37.4458671	 -122.1656398	 -12532	 31670445
 37.4458685	 -122.1656413	 -12505	 31885200
 37.4458699	 -122.1656429	 -12509	 31716462
 37.4458712	 -122.1656446	 -12478	 31618555
 37.4458727	 -122.1656462	 -12480	 31729469
 37.4458744	 -122.1656476	 -12451	 32208421
 37.445876	 -122.1656489	 -12434	 32333763
 37.4458775	 -122.1656504	 -12387	 32183248
 37.445879	 -122.1656518	 -12385	 32170317
 37.4458806	 -122.1656531	 -12423	 32602343
 37.4458822	 -122.1656543	 -12449	 32682064
 37.4458837	 -122.1656552	 -12448	 33114833
 37.4458854	 -122.165656	 -12486	 33415258
 37.4458869	 -122.1656567	 -12527	 33814340
 37.4458885	 -122.1656572	 -12535	 34045714
 37.4458899	 -122.1656578	 -12566	 33942565
 37.4458912	 -122.1656586	 -12598	 33511954
 37.4458925	 -122.1656595	 -12565	 33415761
 37.4458938	 -122.1656604	 -12529	 33286228
 37.4458953	 -122.1656611	 -12520	 33919547
 37.4458968	 -122.1656615	 -12505	 34441267
 37.4458984	 -122.1656618	 -12515	 34927560
 37.4459001	 -122.1656617	 -12511	 35866301
 37.4459018	 -122.1656614	 -12494	 363121
 37.4459035	 -122.165661	 -12438	 784151
 37.4459052	 -122.1656605	 -12397	 1027227
 37.445907	 -122.1656601	 -12388	 985130
 37.4459087	 -122.1656598	 -12335	 804631
 37.4459106	 -122.1656596	 -12330	 557324
 37.4459123	 -122.1656593	 -12293	 606820
 37.4459142	 -122.1656589	 -12304	 784754
 37.445916	 -122.1656582	 -12296	 1294032
 37.4459179	 -122.1656575	 -12302	 1428639
 37.4459198	 -122.1656568	 -12254	 1609403
 37.4459218	 -122.1656559	 -12284	 1834108
 37.4459239	 -122.165655	 -12316	 2006556
 37.445926	 -122.1656541	 -12304	 2019979
 37.4459281	 -122.165653	 -12321	 2126871
 37.4459302	 -122.165652	 -12344	 2186888
 37.4459321	 -122.1656507	 -12302	 2650678
 37.4459337	 -122.1656491	 -12131	 3330761
 37.4459352	 -122.1656471	 -11946	 4094691
 37.4459368	 -122.1656452	 -11867	 4215239
 37.4459387	 -122.1656432	 -11799	 4074309
 37.4459407	 -122.1656413	 -11744	 3846406
 37.4459428	 -122.1656393	 -11711	 3644230
 37.445945	 -122.1656373	 -11705	 3632000
 37.4459472	 -122.1656352	 -11646	 3627530
 37.4459495	 -122.1656331	 -11661	 3729593
 37.4459517	 -122.1656309	 -11607	 3844207
 37.445954	 -122.1656287	 -11587	 3854161
 37.4459565	 -122.1656261	 -11609	 3982988
 37.4459589	 -122.1656237	 -11599	 3981210
 37.4459615	 -122.1656212	 -11588	 3855360
 37.4459642	 -122.1656186	 -11573	 3807194
 37.4459667	 -122.165616	 -11571	 3901059
 37.4459694	 -122.1656132	 -11571	 3927403
 37.4459722	 -122.1656103	 -11568	 3999679
 37.4459751	 -122.1656076	 -11600	 3861403
 37.445978	 -122.1656049	 -11589	 3776656
 37.4459809	 -122.1656019	 -11557	 3877641
 37.4459839	 -122.1655988	 -11573	 3934693
 37.445987	 -122.1655956	 -11598	 3943321
 37.44599	 -122.1655921	 -11652	 4093160
 37.445993	 -122.1655883	 -11664	 4283998
 37.4459961	 -122.1655849	 -11636	 4209905
 37.4459992	 -122.1655815	 -11633	 4124285
 37.4460024	 -122.1655782	 -11647	 4066473
 37.4460058	 -122.1655748	 -11658	 3986194
 37.446009	 -122.1655714	 -11656	 3960776
 37.4460122	 -122.1655676	 -11650	 4102255
 37.4460155	 -122.1655638	 -11616	 4163216
 37.446019	 -122.1655606	 -11626	 3958147
 37.4460224	 -122.1655573	 -11580	 3860748
 37.446026	 -122.1655539	 -11572	 3740191
 37.4460294	 -122.1655505	 -11601	 3850513
 37.4460324	 -122.1655468	 -11669	 4135926
 37.4460357	 -122.1655433	 -11656	 4015501
 37.446039	 -122.16554	 -11648	 3979624
 37.4460423	 -122.1655369	 -11704	 3809234
 37.4460458	 -122.1655339	 -11697	 3660444
 37.446049	 -122.1655307	 -11683	 3768746
 37.4460523	 -122.1655275	 -11669	 3813113
 37.4460557	 -122.1655244	 -11694	 3670213
 37.4460589	 -122.1655213	 -11715	 3718810
 37.4460622	 -122.1655184	 -11790	 3656560
 37.4460657	 -122.1655157	 -11908	 3417139
 37.446069	 -122.1655126	 -11955	 3539265
 37.4460719	 -122.1655093	 -11941	 3803292
 37.4460746	 -122.1655061	 -12008	 3967905
 37.4460774	 -122.1655027	 -12021	 4176327
 37.4460804	 -122.1654995	 -12022	 4041442
 37.4460836	 -122.1654963	 -12026	 3909441
 37.4460865	 -122.1654929	 -12053	 4047896
 37.4460895	 -122.1654895	 -12055	 4093555
 37.4460925	 -122.1654861	 -12174	 4082936
 37.4460958	 -122.1654828	 -12140	 3969333
 37.4460989	 -122.1654796	 -12118	 3926274
 37.4461021	 -122.1654763	 -12093	 3826785
 37.4461052	 -122.1654729	 -12045	 3831425
 37.4461083	 -122.1654696	 -12046	 3791275
 37.4461114	 -122.1654664	 -12088	 3827822
 37.4461147	 -122.1654633	 -12035	 3754181
 37.4461177	 -122.16546	 -11983	 4006204
 37.4461209	 -122.1654567	 -11987	 3908439
 37.4461239	 -122.1654535	 -12019	 3960209
 37.446127	 -122.1654505	 -12055	 3821833
 37.44613	 -122.1654475	 -12087	 3746956
 37.446133	 -122.1654444	 -12084	 3819740
 37.446136	 -122.1654413	 -12112	 3794375
 37.4461391	 -122.1654383	 -12103	 3674437
 37.4461422	 -122.1654352	 -12079	 3691329
 37.4461452	 -122.1654321	 -12082	 3798559
 37.4461483	 -122.1654296	 -12206	 3445079
 37.4461514	 -122.1654267	 -12232	 3523300
 37.4461545	 -122.1654236	 -12239	 3730542
 37.4461575	 -122.1654203	 -12236	 3847398
 37.4461606	 -122.1654173	 -12243	 3796263
 37.4461635	 -122.1654142	 -12274	 3887210
 37.4461665	 -122.1654111	 -12256	 3909669
 37.4461696	 -122.165408	 -12246	 3864133
 37.4461727	 -122.1654048	 -12187	 3811206
 37.4461756	 -122.1654022	 -12255	 3765108
 37.4461786	 -122.1653995	 -12324	 3724912
 37.4461813	 -122.165396	 -12340	 3920130
 37.4461839	 -122.165393	 -12352	 4109917
 37.4461863	 -122.1653897	 -12377	 4434085
 37.4461889	 -122.1653867	 -12411	 4414922
 37.4461912	 -122.1653835	 -12429	 4564371
 37.4461935	 -122.1653801	 -12433	 4723404
 37.4461955	 -122.1653768	 -12429	 4935545
 37.4461974	 -122.1653733	 -12442	 5261989
 37.4461993	 -122.1653699	 -12472	 5387932
 37.4462013	 -122.1653662	 -12488	 5501566
 37.446203	 -122.1653628	 -12536	 5683103
 37.4462044	 -122.1653593	 -12560	 5957206
